,Date,Name,Max Wind
0,1851,           UNNAMED,80.0
15,1851,           UNNAMED,80.0
17,1851,           UNNAMED,50.0
19,1851,           UNNAMED,100.0
69,1851,           UNNAMED,50.0
86,1851,           UNNAMED,60.0
104,1852,           UNNAMED,100.0
150,1852,           UNNAMED,70.0
159,1852,           UNNAMED,70.0
180,1852,           UNNAMED,80.0
217,1852,           UNNAMED,90.0
243,1853,           UNNAMED,50.0
245,1853,           UNNAMED,40.0
247,1853,           UNNAMED,130.0
296,1853,           UNNAMED,100.0
309,1853,           UNNAMED,50.0
311,1853,           UNNAMED,70.0
334,1853,           UNNAMED,50.0
336,1853,           UNNAMED,90.0
351,1854,           UNNAMED,70.0
363,1854,           UNNAMED,60.0
365,1854,           UNNAMED,110.0
391,1854,           UNNAMED,90.0
403,1854,           UNNAMED,60.0
416,1855,           UNNAMED,90.0
418,1855,           UNNAMED,90.0
425,1855,           UNNAMED,70.0
427,1855,           UNNAMED,60.0
444,1855,           UNNAMED,110.0
456,1856,           UNNAMED,130.0
471,1856,           UNNAMED,70.0
480,1856,           UNNAMED,50.0
493,1856,           UNNAMED,50.0
495,1856,           UNNAMED,100.0
536,1856,           UNNAMED,70.0
557,1857,           UNNAMED,50.0
566,1857,           UNNAMED,90.0
614,1857,           UNNAMED,70.0
635,1857,           UNNAMED,90.0
665,1858,           UNNAMED,70.0
667,1858,           UNNAMED,70.0
669,1858,           UNNAMED,90.0
686,1858,           UNNAMED,80.0
719,1858,           UNNAMED,80.0
734,1858,           UNNAMED,90.0
757,1859,           UNNAMED,90.0
759,1859,           UNNAMED,90.0
772,1859,           UNNAMED,70.0
779,1859,           UNNAMED,90.0
787,1859,           UNNAMED,70.0
804,1859,           UNNAMED,110.0
825,1859,           UNNAMED,60.0
837,1859,           UNNAMED,80.0
862,1860,           UNNAMED,110.0
898,1860,           UNNAMED,90.0
911,1860,           UNNAMED,90.0
935,1860,           UNNAMED,70.0
937,1860,           UNNAMED,60.0
954,1860,           UNNAMED,90.0
972,1860,           UNNAMED,90.0
991,1861,           UNNAMED,90.0
1020,1861,           UNNAMED,80.0
1039,1861,           UNNAMED,90.0
1064,1861,           UNNAMED,70.0
1066,1861,           UNNAMED,70.0
1074,1861,           UNNAMED,60.0
1091,1861,           UNNAMED,50.0
1093,1861,           UNNAMED,70.0
1109,1862,           UNNAMED,50.0
1122,1862,           UNNAMED,90.0
1136,1862,           UNNAMED,90.0
1171,1862,           UNNAMED,50.0
1173,1862,           UNNAMED,70.0
1188,1862,           UNNAMED,60.0
1203,1863,           UNNAMED,90.0
1212,1863,           UNNAMED,90.0
1221,1863,           UNNAMED,90.0
1240,1863,           UNNAMED,90.0
1249,1863,           UNNAMED,70.0
1282,1863,           UNNAMED,60.0
1298,1863,           UNNAMED,50.0
1305,1863,           UNNAMED,50.0
1310,1863,           UNNAMED,60.0
1323,1864,           UNNAMED,70.0
1336,1864,           UNNAMED,60.0
1338,1864,           UNNAMED,70.0
1365,1864,           UNNAMED,50.0
1382,1864,           UNNAMED,70.0
1395,1865,           UNNAMED,50.0
1397,1865,           UNNAMED,50.0
1399,1865,           UNNAMED,60.0
1420,1865,           UNNAMED,90.0
1458,1865,           UNNAMED,60.0
1460,1865,           UNNAMED,70.0
1462,1865,           UNNAMED,90.0
1497,1866,           UNNAMED,90.0
1517,1866,           UNNAMED,90.0
1540,1866,           UNNAMED,70.0
1555,1866,           UNNAMED,70.0
1557,1866,           UNNAMED,90.0
1570,1866,           UNNAMED,120.0
1619,1866,           UNNAMED,60.0
1627,1867,           UNNAMED,70.0
1639,1867,           UNNAMED,90.0
1668,1867,           UNNAMED,90.0
1670,1867,           UNNAMED,70.0
1687,1867,           UNNAMED,50.0
1689,1867,           UNNAMED,90.0
1700,1867,           UNNAMED,90.0
1735,1867,           UNNAMED,40.0
1737,1867,           UNNAMED,110.0
1755,1868,           UNNAMED,90.0
1774,1868,           UNNAMED,70.0
1804,1868,           UNNAMED,90.0
1817,1868,           UNNAMED,90.0
1830,1869,           UNNAMED,90.0
1835,1869,           UNNAMED,90.0
1845,1869,           UNNAMED,70.0
1850,1869,           UNNAMED,60.0
1859,1869,           UNNAMED,70.0
1869,1869,           UNNAMED,100.0
1882,1869,           UNNAMED,90.0
1915,1869,           UNNAMED,60.0
1917,1869,           UNNAMED,50.0
1919,1869,           UNNAMED,90.0
1930,1870,           UNNAMED,70.0
1932,1870,           UNNAMED,90.0
1957,1870,           UNNAMED,60.0
1974,1870,           UNNAMED,110.0
1995,1870,           UNNAMED,80.0
2012,1870,           UNNAMED,100.0
2053,1870,           UNNAMED,70.0
2055,1870,           UNNAMED,70.0
2062,1870,           UNNAMED,90.0
2081,1870,           UNNAMED,90.0
2083,1870,           UNNAMED,70.0
2104,1871,           UNNAMED,50.0
2126,1871,           UNNAMED,50.0
2140,1871,           UNNAMED,100.0
2182,1871,           UNNAMED,100.0
2240,1871,           UNNAMED,90.0
2257,1871,           UNNAMED,70.0
2275,1871,           UNNAMED,70.0
2309,1871,           UNNAMED,70.0
2324,1872,           UNNAMED,50.0
2347,1872,           UNNAMED,90.0
2404,1872,           UNNAMED,70.0
2453,1872,           UNNAMED,70.0
2482,1872,           UNNAMED,70.0
2511,1873,           UNNAMED,40.0
2520,1873,           UNNAMED,100.0
2585,1873,           UNNAMED,70.0
2599,1873,           UNNAMED,50.0
2613,1873,           UNNAMED,100.0
2673,1874,           UNNAMED,50.0
2689,1874,           UNNAMED,70.0
2710,1874,           UNNAMED,80.0
2753,1874,           UNNAMED,50.0
2778,1874,           UNNAMED,50.0
2795,1874,           UNNAMED,80.0
2823,1874,           UNNAMED,90.0
2844,1875,           UNNAMED,70.0
2861,1875,           UNNAMED,70.0
2902,1875,           UNNAMED,100.0
2948,1875,           UNNAMED,50.0
2967,1875,           UNNAMED,90.0
2984,1875,           UNNAMED,70.0
3005,1876,           UNNAMED,80.0
3018,1876,           UNNAMED,100.0
3052,1876,           UNNAMED,50.0
3065,1876,           UNNAMED,90.0
3092,1876,           UNNAMED,100.0
3142,1877,           UNNAMED,60.0
3161,1877,           UNNAMED,70.0
3196,1877,           UNNAMED,70.0
3225,1877,           UNNAMED,100.0
3287,1877,           UNNAMED,50.0
3312,1877,           UNNAMED,50.0
3337,1877,           UNNAMED,50.0
3357,1877,           UNNAMED,50.0
3370,1878,           UNNAMED,40.0
3384,1878,           UNNAMED,70.0
3430,1878,           UNNAMED,80.0
3443,1878,           UNNAMED,90.0
3468,1878,           UNNAMED,90.0
3524,1878,           UNNAMED,90.0
3553,1878,           UNNAMED,120.0
3614,1878,           UNNAMED,70.0
3644,1878,           UNNAMED,70.0
3677,1878,           UNNAMED,100.0
3706,1878,           UNNAMED,90.0
3740,1878,           UNNAMED,60.0
3773,1879,           UNNAMED,70.0
3790,1879,           UNNAMED,100.0
3823,1879,           UNNAMED,90.0
3849,1879,           UNNAMED,110.0
3871,1879,           UNNAMED,50.0
3893,1879,           UNNAMED,50.0
3927,1879,           UNNAMED,70.0
3953,1879,           UNNAMED,90.0
3970,1880,           UNNAMED,40.0
3990,1880,           UNNAMED,130.0
4036,1880,           UNNAMED,80.0
4061,1880,           UNNAMED,90.0
4099,1880,           UNNAMED,80.0
4140,1880,           UNNAMED,70.0
4167,1880,           UNNAMED,80.0
4180,1880,           UNNAMED,120.0
4213,1880,           UNNAMED,70.0
4239,1880,           UNNAMED,80.0
4268,1880,           UNNAMED,60.0
4289,1881,           UNNAMED,50.0
4305,1881,           UNNAMED,80.0
4338,1881,           UNNAMED,40.0
4354,1881,           UNNAMED,70.0
4379,1881,           UNNAMED,90.0
4417,1881,           UNNAMED,90.0
4439,1881,           UNNAMED,60.0
4468,1882,           UNNAMED,70.0
4474,1882,           UNNAMED,110.0
4522,1882,           UNNAMED,50.0
4533,1882,           UNNAMED,50.0
4550,1882,           UNNAMED,70.0
4571,1882,           UNNAMED,120.0
4617,1883,           UNNAMED,80.0
4662,1883,           UNNAMED,110.0
4703,1883,           UNNAMED,110.0
4743,1883,           UNNAMED,70.0
4772,1884,           UNNAMED,70.0
4797,1884,           UNNAMED,100.0
4854,1884,           UNNAMED,80.0
4900,1884,           UNNAMED,90.0
4945,1885,           UNNAMED,80.0
4982,1885,           UNNAMED,90.0
5015,1885,           UNNAMED,50.0
5029,1885,           UNNAMED,80.0
5059,1885,           UNNAMED,70.0
5076,1885,           UNNAMED,70.0
5114,1885,           UNNAMED,80.0
5131,1885,           UNNAMED,60.0
5149,1886,           UNNAMED,85.0
5162,1886,           UNNAMED,85.0
5196,1886,           UNNAMED,85.0
5220,1886,           UNNAMED,75.0
5265,1886,           UNNAMED,130.0
5306,1886,           UNNAMED,105.0
5359,1886,           UNNAMED,100.0
5382,1886,           UNNAMED,85.0
5419,1886,           UNNAMED,85.0
5456,1886,           UNNAMED,105.0
5482,1886,           UNNAMED,45.0
5507,1886,           UNNAMED,60.0
5529,1887,           UNNAMED,60.0
5552,1887,           UNNAMED,50.0
5573,1887,           UNNAMED,35.0
5589,1887,           UNNAMED,85.0
5627,1887,           UNNAMED,50.0
5664,1887,           UNNAMED,105.0
5703,1887,           UNNAMED,110.0
5743,1887,           UNNAMED,90.0
5767,1887,           UNNAMED,85.0
5815,1887,           UNNAMED,70.0
5833,1887,           UNNAMED,50.0
5845,1887,           UNNAMED,60.0
5854,1887,           UNNAMED,75.0
5908,1887,           UNNAMED,75.0
5920,1887,           UNNAMED,90.0
5939,1887,           UNNAMED,70.0
5975,1887,           UNNAMED,70.0
6006,1887,           UNNAMED,70.0
6033,1887,           UNNAMED,50.0
6057,1888,           UNNAMED,70.0
6070,1888,           UNNAMED,50.0
6081,1888,           UNNAMED,110.0
6126,1888,           UNNAMED,110.0
6161,1888,           UNNAMED,50.0
6190,1888,           UNNAMED,70.0
6209,1888,           UNNAMED,95.0
6230,1888,           UNNAMED,50.0
6262,1888,           UNNAMED,85.0
6327,1889,           UNNAMED,70.0
6352,1889,           UNNAMED,65.0
6378,1889,           UNNAMED,70.0
6418,1889,           UNNAMED,90.0
6467,1889,           UNNAMED,70.0
6508,1889,           UNNAMED,95.0
6570,1889,           UNNAMED,50.0
6602,1889,           UNNAMED,60.0
6632,1889,           UNNAMED,50.0
6660,1890,           UNNAMED,50.0
6671,1890,           UNNAMED,50.0
6713,1890,           UNNAMED,105.0
6747,1890,           UNNAMED,80.0
6754,1891,           UNNAMED,80.0
6777,1891,           UNNAMED,65.0
6829,1891,           UNNAMED,110.0
6861,1891,           UNNAMED,85.0
6896,1891,           UNNAMED,85.0
6941,1891,           UNNAMED,85.0
6981,1891,           UNNAMED,45.0
7007,1891,           UNNAMED,55.0
7043,1891,           UNNAMED,75.0
7078,1891,           UNNAMED,50.0
7092,1892,           UNNAMED,45.0
7126,1892,           UNNAMED,65.0
7167,1892,           UNNAMED,85.0
7226,1892,           UNNAMED,50.0
7264,1892,           UNNAMED,85.0
7313,1892,           UNNAMED,50.0
7325,1892,           UNNAMED,85.0
7371,1892,           UNNAMED,80.0
7402,1892,           UNNAMED,45.0
7438,1893,           UNNAMED,65.0
7475,1893,           UNNAMED,85.0
7490,1893,           UNNAMED,105.0
7541,1893,           UNNAMED,100.0
7589,1893,           UNNAMED,85.0
7606,1893,           UNNAMED,105.0
7682,1893,           UNNAMED,85.0
7722,1893,           UNNAMED,85.0
7747,1893,           UNNAMED,105.0
7832,1893,           UNNAMED,115.0
7868,1893,           UNNAMED,50.0
7885,1893,           UNNAMED,60.0
7918,1894,           UNNAMED,35.0
7935,1894,           UNNAMED,50.0
7955,1894,           UNNAMED,100.0
8000,1894,           UNNAMED,105.0
8058,1894,           UNNAMED,105.0
8108,1894,           UNNAMED,115.0
8149,1894,           UNNAMED,95.0
8192,1895,           UNNAMED,50.0
8210,1895,           UNNAMED,95.0
8247,1895,           UNNAMED,50.0
8287,1895,           UNNAMED,35.0
8312,1895,           UNNAMED,90.0
8372,1895,           UNNAMED,35.0
8390,1896,           UNNAMED,85.0
8425,1896,           UNNAMED,100.0
8478,1896,           UNNAMED,85.0
8522,1896,           UNNAMED,110.0
8558,1896,           UNNAMED,85.0
8599,1896,           UNNAMED,85.0
8659,1896,           UNNAMED,50.0
8672,1897,           UNNAMED,85.0
8716,1897,           UNNAMED,75.0
8733,1897,           UNNAMED,60.0
8759,1897,           UNNAMED,40.0
8780,1897,           UNNAMED,70.0
8835,1897,           UNNAMED,55.0
8872,1898,           UNNAMED,70.0
8883,1898,           UNNAMED,75.0
8896,1898,           UNNAMED,70.0
8909,1898,           UNNAMED,95.0
8971,1898,           UNNAMED,50.0
9015,1898,           UNNAMED,50.0
9051,1898,           UNNAMED,115.0
9101,1898,           UNNAMED,45.0
9115,1898,           UNNAMED,60.0
9167,1898,           UNNAMED,40.0
9180,1898,           UNNAMED,50.0
9216,1899,           UNNAMED,35.0
9224,1899,           UNNAMED,85.0
9249,1899,           UNNAMED,130.0
9383,1899,           UNNAMED,90.0
9427,1899,           UNNAMED,105.0
9480,1899,           UNNAMED,50.0
9507,1899,           UNNAMED,40.0
9525,1899,           UNNAMED,40.0
9540,1899,           UNNAMED,95.0
9582,1899,           UNNAMED,55.0
9599,1900,           UNNAMED,125.0
9681,1900,           UNNAMED,105.0
9732,1900,           UNNAMED,85.0
9795,1900,           UNNAMED,45.0
9817,1900,           UNNAMED,60.0
9860,1900,           UNNAMED,40.0
9885,1900,           UNNAMED,45.0
9910,1901,           UNNAMED,35.0
9932,1901,           UNNAMED,60.0
9972,1901,           UNNAMED,70.0
10015,1901,           UNNAMED,80.0
10087,1901,           UNNAMED,45.0
10106,1901,           UNNAMED,70.0
10129,1901,           UNNAMED,90.0
10185,1901,           UNNAMED,70.0
10230,1901,           UNNAMED,50.0
10255,1901,           UNNAMED,45.0
10304,1901,           UNNAMED,60.0
10344,1901,           UNNAMED,50.0
10361,1901,           UNNAMED,70.0
10392,1902,           UNNAMED,50.0
10416,1902,           UNNAMED,70.0
10454,1902,           UNNAMED,85.0
10494,1902,           UNNAMED,90.0
10539,1902,           UNNAMED,60.0
10564,1903,           UNNAMED,70.0
10589,1903,           UNNAMED,105.0
10633,1903,           UNNAMED,80.0
10667,1903,           UNNAMED,85.0
10693,1903,           UNNAMED,50.0
10726,1903,           UNNAMED,95.0
10746,1903,           UNNAMED,85.0
10787,1903,           UNNAMED,60.0
10812,1903,           UNNAMED,50.0
10840,1903,           UNNAMED,70.0
10876,1904,           UNNAMED,70.0
10895,1904,           UNNAMED,75.0
10929,1904,           UNNAMED,70.0
10958,1904,           UNNAMED,70.0
11000,1904,           UNNAMED,45.0
11028,1904,           UNNAMED,45.0
11055,1905,           UNNAMED,50.0
11066,1905,           UNNAMED,50.0
11089,1905,           UNNAMED,45.0
11118,1905,           UNNAMED,105.0
11170,1905,           UNNAMED,45.0
11199,1906,           UNNAMED,45.0
11227,1906,           UNNAMED,90.0
11269,1906,           UNNAMED,60.0
11285,1906,           UNNAMED,115.0
11360,1906,           UNNAMED,80.0
11424,1906,           UNNAMED,105.0
11470,1906,           UNNAMED,60.0
11515,1906,           UNNAMED,105.0
11581,1906,           UNNAMED,45.0
11597,1906,           UNNAMED,45.0
11621,1906,           UNNAMED,70.0
11644,1907,           UNNAMED,55.0
11672,1907,           UNNAMED,40.0
11696,1907,           UNNAMED,45.0
11710,1907,           UNNAMED,45.0
11723,1907,           UNNAMED,40.0
11752,1908,           UNNAMED,85.0
11767,1908,           UNNAMED,65.0
11800,1908,           UNNAMED,70.0
11844,1908,           UNNAMED,50.0
11870,1908,           UNNAMED,45.0
11886,1908,           UNNAMED,105.0
11937,1908,           UNNAMED,60.0
11948,1908,           UNNAMED,95.0
12015,1908,           UNNAMED,90.0
12036,1908,           UNNAMED,35.0
12055,1909,           UNNAMED,40.0
12076,1909,           UNNAMED,85.0
12099,1909,           UNNAMED,45.0
12136,1909,           UNNAMED,100.0
12175,1909,           UNNAMED,40.0
12196,1909,           UNNAMED,105.0
12231,1909,           UNNAMED,45.0
12246,1909,           UNNAMED,45.0
12264,1909,           UNNAMED,105.0
12300,1909,           UNNAMED,50.0
12322,1909,           UNNAMED,105.0
12353,1909,           UNNAMED,90.0
12380,1910,           UNNAMED,40.0
12408,1910,           UNNAMED,40.0
12431,1910,           UNNAMED,95.0
12476,1910,           UNNAMED,85.0
12500,1910,           UNNAMED,130.0
12560,1911,           UNNAMED,50.0
12592,1911,           UNNAMED,70.0
12619,1911,           UNNAMED,85.0
12655,1911,           UNNAMED,85.0
12694,1911,           UNNAMED,55.0
12717,1911,           UNNAMED,45.0
12743,1912,           UNNAMED,60.0
12786,1912,           UNNAMED,45.0
12809,1912,           UNNAMED,45.0
12830,1912,           UNNAMED,80.0
12852,1912,           UNNAMED,80.0
12883,1912,           UNNAMED,85.0
12911,1912,           UNNAMED,100.0
12955,1913,           UNNAMED,65.0
12989,1913,           UNNAMED,40.0
13000,1913,           UNNAMED,60.0
13071,1913,           UNNAMED,75.0
13094,1913,           UNNAMED,65.0
13131,1913,           UNNAMED,65.0
13142,1914,           UNNAMED,60.0
13162,1915,           UNNAMED,65.0
13185,1915,           UNNAMED,125.0
13261,1915,           UNNAMED,105.0
13321,1915,           UNNAMED,85.0
13349,1915,           UNNAMED,50.0
13366,1915,           UNNAMED,125.0
13409,1916,           UNNAMED,50.0
13429,1916,           UNNAMED,105.0
13481,1916,           UNNAMED,90.0
13534,1916,           UNNAMED,100.0
13555,1916,           UNNAMED,50.0
13566,1916,           UNNAMED,115.0
13600,1916,           UNNAMED,95.0
13623,1916,           UNNAMED,70.0
13650,1916,           UNNAMED,45.0
13662,1916,           UNNAMED,75.0
13698,1916,           UNNAMED,105.0
13730,1916,           UNNAMED,50.0
13744,1916,           UNNAMED,105.0
13781,1916,           UNNAMED,95.0
13825,1916,           UNNAMED,60.0
13848,1917,           UNNAMED,45.0
13882,1917,           UNNAMED,60.0
13907,1917,           UNNAMED,105.0
13943,1917,           UNNAMED,130.0
13987,1918,           UNNAMED,105.0
14016,1918,           UNNAMED,90.0
14035,1918,           UNNAMED,65.0
14051,1918,           UNNAMED,60.0
14075,1918,           UNNAMED,95.0
14103,1918,           UNNAMED,40.0
14127,1919,           UNNAMED,55.0
14144,1919,           UNNAMED,85.0
14158,1919,           UNNAMED,130.0
14218,1919,           UNNAMED,40.0
14233,1919,           UNNAMED,60.0
14258,1920,           UNNAMED,95.0
14297,1920,           UNNAMED,85.0
14328,1920,           UNNAMED,75.0
14349,1920,           UNNAMED,40.0
14368,1920,           UNNAMED,75.0
14393,1921,           UNNAMED,80.0
14437,1921,           UNNAMED,70.0
14454,1921,           UNNAMED,110.0
14503,1921,           UNNAMED,80.0
14532,1921,           UNNAMED,70.0
14569,1921,           UNNAMED,120.0
14613,1921,           UNNAMED,50.0
14642,1922,           UNNAMED,45.0
14661,1922,           UNNAMED,105.0
14724,1922,           UNNAMED,70.0
14754,1922,           UNNAMED,95.0
14801,1922,           UNNAMED,45.0
14826,1923,           UNNAMED,50.0
14855,1923,           UNNAMED,90.0
14895,1923,           UNNAMED,45.0
14913,1923,           UNNAMED,70.0
14935,1923,           UNNAMED,105.0
14977,1923,           UNNAMED,70.0
15000,1923,           UNNAMED,55.0
15022,1923,           UNNAMED,50.0
15046,1923,           UNNAMED,40.0
15059,1924,           UNNAMED,40.0
15074,1924,           UNNAMED,55.0
15086,1924,           UNNAMED,105.0
15137,1924,           UNNAMED,95.0
15186,1924,           UNNAMED,75.0
15216,1924,           UNNAMED,40.0
15229,1924,           UNNAMED,50.0
15278,1924,           UNNAMED,65.0
15297,1924,           UNNAMED,50.0
15314,1924,           UNNAMED,145.0
15355,1924,           UNNAMED,70.0
15394,1925,           UNNAMED,70.0
15409,1925,           UNNAMED,35.0
15421,1925,           UNNAMED,45.0
15430,1925,           UNNAMED,80.0
15467,1926,           UNNAMED,120.0
15515,1926,           UNNAMED,105.0
15558,1926,           UNNAMED,100.0
15590,1926,           UNNAMED,115.0
15686,1926,           UNNAMED,90.0
15706,1926,           UNNAMED,35.0
15734,1926,           UNNAMED,130.0
15781,1926,           UNNAMED,90.0
15824,1926,           UNNAMED,35.0
15836,1926,           UNNAMED,130.0
15894,1926,           UNNAMED,35.0
15913,1927,           UNNAMED,110.0
15959,1927,           UNNAMED,80.0
15999,1927,           UNNAMED,70.0
16028,1927,           UNNAMED,95.0
16065,1927,           UNNAMED,50.0
16083,1927,           UNNAMED,40.0
16098,1927,           UNNAMED,40.0
16119,1927,           UNNAMED,50.0
16132,1928,           UNNAMED,90.0
16179,1928,           UNNAMED,80.0
16222,1928,           UNNAMED,50.0
16252,1928,           UNNAMED,140.0
16315,1928,           UNNAMED,60.0
16336,1928,           UNNAMED,80.0
16359,1929,           UNNAMED,80.0
16375,1929,           UNNAMED,135.0
16443,1929,           UNNAMED,50.0
16464,1929,           UNNAMED,60.0
16487,1929,           UNNAMED,70.0
16503,1930,           UNNAMED,110.0
16554,1930,           UNNAMED,135.0
16636,1930,           UNNAMED,60.0
16649,1931,           UNNAMED,45.0
16669,1931,           UNNAMED,60.0
16696,1931,           UNNAMED,50.0
16731,1931,           UNNAMED,35.0
16753,1931,           UNNAMED,40.0
16767,1931,           UNNAMED,115.0
16796,1931,           UNNAMED,85.0
16830,1931,           UNNAMED,65.0
16856,1931,           UNNAMED,40.0
16870,1931,           UNNAMED,55.0
16889,1931,           UNNAMED,50.0
16908,1931,           UNNAMED,45.0
16931,1931,           UNNAMED,55.0
16947,1932,           UNNAMED,55.0
16971,1932,           UNNAMED,130.0
16989,1932,           UNNAMED,75.0
17029,1932,           UNNAMED,140.0
17103,1932,           UNNAMED,60.0
17120,1932,           UNNAMED,65.0
17159,1932,           UNNAMED,55.0
17204,1932,           UNNAMED,55.0
17222,1932,           UNNAMED,125.0
17254,1932,           UNNAMED,40.0
17265,1932,           UNNAMED,60.0
17313,1932,           UNNAMED,50.0
17332,1932,           UNNAMED,60.0
17346,1932,           UNNAMED,150.0
17410,1932,           UNNAMED,85.0
17442,1933,           UNNAMED,45.0
17465,1933,           UNNAMED,95.0
17519,1933,           UNNAMED,45.0
17575,1933,           UNNAMED,50.0
17587,1933,           UNNAMED,80.0
17639,1933,           UNNAMED,120.0
17702,1933,           UNNAMED,40.0
17734,1933,           UNNAMED,140.0
17795,1933,           UNNAMED,55.0
17830,1933,           UNNAMED,35.0
17845,1933,           UNNAMED,120.0
17879,1933,           UNNAMED,120.0
17940,1933,           UNNAMED,95.0
17964,1933,           UNNAMED,140.0
18003,1933,           UNNAMED,65.0
18021,1933,           UNNAMED,40.0
18038,1933,           UNNAMED,110.0
18072,1933,           UNNAMED,80.0
18128,1933,           UNNAMED,70.0
18149,1933,           UNNAMED,50.0
18158,1934,           UNNAMED,85.0
18230,1934,           UNNAMED,80.0
18252,1934,           UNNAMED,75.0
18273,1934,           UNNAMED,35.0
18285,1934,           UNNAMED,70.0
18313,1934,           UNNAMED,45.0
18329,1934,           UNNAMED,90.0
18354,1934,           UNNAMED,45.0
18384,1934,           UNNAMED,50.0
18415,1934,           UNNAMED,85.0
18428,1934,           UNNAMED,50.0
18452,1934,           UNNAMED,40.0
18470,1934,           UNNAMED,100.0
18513,1935,           UNNAMED,50.0
18531,1935,           UNNAMED,115.0
18575,1935,           UNNAMED,160.0
18628,1935,           UNNAMED,50.0
18644,1935,           UNNAMED,120.0
18684,1935,           UNNAMED,75.0
18721,1935,           UNNAMED,90.0
18761,1935,           UNNAMED,40.0
18807,1936,           UNNAMED,40.0
18831,1936,           UNNAMED,45.0
18845,1936,           UNNAMED,70.0
18854,1936,           UNNAMED,40.0
18865,1936,           UNNAMED,90.0
18890,1936,           UNNAMED,45.0
18922,1936,           UNNAMED,35.0
18944,1936,           UNNAMED,65.0
18965,1936,           UNNAMED,50.0
18980,1936,           UNNAMED,95.0
19030,1936,           UNNAMED,70.0
19044,1936,           UNNAMED,35.0
19050,1936,           UNNAMED,105.0
19122,1936,           UNNAMED,45.0
19145,1936,           UNNAMED,90.0
19174,1936,           UNNAMED,35.0
19184,1936,           UNNAMED,55.0
19240,1937,           UNNAMED,60.0
19262,1937,           UNNAMED,55.0
19291,1937,           UNNAMED,60.0
19331,1937,           UNNAMED,85.0
19356,1937,           UNNAMED,60.0
19366,1937,           UNNAMED,110.0
19398,1937,           UNNAMED,50.0
19422,1937,           UNNAMED,85.0
19457,1937,           UNNAMED,65.0
19486,1937,           UNNAMED,40.0
19498,1937,           UNNAMED,70.0
19510,1938,           UNNAMED,70.0
19533,1938,           UNNAMED,60.0
19541,1938,           UNNAMED,85.0
19566,1938,           UNNAMED,105.0
19591,1938,           UNNAMED,35.0
19611,1938,           UNNAMED,140.0
19669,1938,           UNNAMED,50.0
19700,1938,           UNNAMED,35.0
19720,1938,           UNNAMED,60.0
19736,1939,           UNNAMED,55.0
19765,1939,           UNNAMED,65.0
19816,1939,           UNNAMED,55.0
19841,1939,           UNNAMED,45.0
19861,1939,           UNNAMED,120.0
19892,1939,           UNNAMED,80.0
19932,1940,           UNNAMED,55.0
19965,1940,           UNNAMED,85.0
19997,1940,           UNNAMED,85.0
20036,1940,           UNNAMED,95.0
20071,1940,           UNNAMED,85.0
20121,1940,           UNNAMED,45.0
20151,1940,           UNNAMED,85.0
20179,1940,           UNNAMED,70.0
20199,1940,           UNNAMED,70.0
20221,1941,           UNNAMED,50.0
